id,name,type_info,geometry
172548,Londoner Straße,bus,POINT (13.342294 52.5635202)
530191,Kaserne Nordtor,bus,POINT (13.3170944 52.5599039)
530219,U Lindauer Allee,bus,POINT (13.3392818 52.5754052)
530279,Lindauer Allee/Residenzstraße,bus,POINT (13.3595757 52.5730067)
12615199,Galenusstraße,bus,POINT (13.4287678 52.5818183)
21302157,Tiergarten,light_rail,POINT (13.3364504 52.5143746)
21385742,Frankfurter Allee,light_rail,POINT (13.4742384 52.515661)
21385751,Storkower Straße,light_rail,POINT (13.4648885 52.5237432)
21487225,Jannowitzbrücke,light_rail,POINT (13.4194925 52.5142146)
21487255,Trabener Steg,bus,POINT (13.2818504 52.4977737)
21538161,Zehntwerderweg,bus,POINT (13.3174434 52.6116707)
21538167,Waidmannsluster Damm/Oraniendamm,bus,POINT (13.3242424 52.6075234)
26124364,Jungfernheide,light_rail,POINT (13.2992617 52.5304644)
26124376,Westend,light_rail,POINT (13.2844201 52.5180135)
26124401,Berlin Gesundbrunnen,,POINT (13.3894369 52.5486588)
26130448,Nikolassee,light_rail,POINT (13.1930501 52.4320176)
26554197,U Alt-Tempelhof,bus,POINT (13.3860306 52.4660859)
26603219,Wannsee,light_rail,POINT (13.1798077 52.4214071)
26627348,S Feuerbachstraße,bus,POINT (13.3319749 52.4638376)
26662472,Eisenzahnstraße,bus,POINT (13.3041907 52.4936372)
26703050,Großer Stern,bus,POINT (13.3513134 52.5155249)
26729575,Vionvillestraße,bus,POINT (13.32979 52.4455798)
26739106,Roseneck,bus,POINT (13.281976 52.4765409)
26739124,Roseneck/Teplitzer Straße,bus,POINT (13.2807267 52.47719)
26763074,Breitscheidplatz,bus,POINT (13.3364722 52.5052308)
26784428,Schlossbrücke,bus,POINT (13.2997023 52.5230985)
26784992,Zillestraße,bus,POINT (13.2970166 52.5128502)
26790049,Goerdelerdamm,bus,POINT (13.2981107 52.5349384)
26838137,Hasensprung,bus,POINT (13.2714933 52.486651)
26840974,Paulsenstraße,bus,POINT (13.314052 52.4653557)
26849064,U Friedrich-Wilhelm-Platz,bus,POINT (13.3282829 52.4708513)
26868080,Messegelände/ZOB,bus,POINT (13.2789868 52.5067462)
26904717,Heerstraße,light_rail,POINT (13.2598587 52.5078537)
26905405,U Theodor-Heuss-Platz Süd,bus,POINT (13.2724344 52.5088686)
26905943,S Zehlendorf,bus,POINT (13.2589892 52.4322811)
26906113,Zehlendorf Eiche,bus,POINT (13.2613999 52.4348475)
26906145,Sundgauer Straße,light_rail,POINT (13.2739864 52.4364446)
26906574,Rathaus Steglitz,light_rail,POINT (13.3217761 52.4550524)
26906615,Carmerplatz,bus,POINT (13.3195499 52.452451)
26906844,S+U Rathaus Steglitz,bus,POINT (13.3222336 52.4564821)
26907961,Friedenauer Brücke,bus,POINT (13.3370976 52.467397)
26908540,Friedenau,light_rail,POINT (13.3409812 52.4703937)
26925638,Oskar-Helene-Heim,subway,POINT (13.2690559 52.4503065)
26925644,Freie Universität (Thielplatz),subway,POINT (13.281851 52.4510332)
26938228,Marchstraße,bus,POINT (13.3206155 52.5134627)
26943869,Pichelsberg,light_rail,POINT (13.2276304 52.5101503)
26965927,Siriusstraße,bus,POINT (13.52189 52.402131)
26969275,Hohenzollerndamm,light_rail,POINT (13.3002415 52.488627)
26984675,An der Mühle,bus,POINT (13.2811035 52.5933339)
26992409,Poststadion,bus,POINT (13.3626412 52.5298289)
27007776,U Jakob-Kaiser-Platz,bus,POINT (13.2939716 52.5368182)
27008283,Stieffring,bus,POINT (13.3131552 52.5442084)
27134815,Wannseebrücke,bus,POINT (13.1742562 52.420323)
27176639,Otisstraße,bus,POINT (13.3005224 52.5697129)
27176711,Tegel,light_rail,POINT (13.2898709 52.5881388)
27186919,Schöneberg,light_rail,POINT (13.3512735 52.4789576)
27186974,S Schöneberg,bus,POINT (13.3529138 52.4797304)
27195071,Paul-Junius-Straße,bus,POINT (13.4724884 52.5229912)
27199766,Karl-Bonhoeffer-Nervenklinik,light_rail,POINT (13.3291599 52.5780444)
27199769,Alt-Reinickendorf,light_rail,POINT (13.3507735 52.5778107)
27215654,Grunewald,light_rail,POINT (13.2610104 52.4882479)
27239370,Hahneberg,bus,POINT (13.1449355 52.5238455)
27252307,Mexikoplatz,light_rail,POINT (13.2332646 52.4368079)
27252562,Zehlendorf,light_rail,POINT (13.257755 52.4309282)
27252628,Schönower Park,bus,POINT (13.2609246 52.4260501)
27325589,Bundesplatz,light_rail,POINT (13.3294567 52.4775925)
27325925,Innsbrucker Platz,light_rail,POINT (13.3425243 52.4780448)
27374983,Schlachtensee,light_rail,POINT (13.2148203 52.4400364)
27378816,Lindenstraße/Waltersdorfer Straße,bus,POINT (13.5723328 52.3924432)
27411231,Alexanderplatz,light_rail,POINT (13.4113816 52.5214176)
27411240,Hackescher Markt,light_rail,POINT (13.4023469 52.5226166)
27412232,Friedrichstraße,light_rail,POINT (13.3871988 52.5203431)
27412648,Hauptbahnhof,light_rail,POINT (13.37003 52.5251819)
27424921,Berlin Potsdamer Platz,,POINT (13.3756363 52.5093176)
27429866,Priesterweg,light_rail,POINT (13.3560389 52.459942)
27432374,Botanischer Garten,light_rail,POINT (13.3069148 52.447952)
27433551,Südende,light_rail,POINT (13.3536687 52.4482973)
27446265,Regattastraße/Sportpromenade,tram,POINT (13.5983058 52.4104296)
27452977,Alsterweg,bus,POINT (13.2768808 52.4131132)
27466530,Heiligensee,light_rail,POINT (13.229256 52.6247157)
27491810,Lichterfelde Süd,light_rail,POINT (13.3084508 52.4099655)
27527830,Westkreuz,light_rail,POINT (13.2841063 52.5004046)
27528155,Bellevue,light_rail,POINT (13.3480704 52.519985)
27537403,Obentrautstraße/U Mehringdamm,bus,POINT (13.3895938 52.4953659)
27540514,Tempelhof,light_rail,POINT (13.3835184 52.4712316)
27542070,Späthstraße/Ligusterweg,bus,POINT (13.4690691 52.4519653)
27554979,Hermannstraße,light_rail,POINT (13.4314548 52.4676105)
27556933,Berlin Zoologischer Garten,station,POINT (13.3325608 52.5074342)
27586255,Ruhleben,subway,POINT (13.2414191 52.5256744)
27586338,Krematorium Ruhleben,bus,POINT (13.2319169 52.5277896)
27586412,Güterbahnhof Ruhleben,bus,POINT (13.2203842 52.5283572)
27586437,Teltower Straße,bus,POINT (13.2151478 52.5269165)
27587012,U Olympia-Stadion,bus,POINT (13.2491345 52.5165172)
27587041,Olympia-Stadion,subway,POINT (13.2505177 52.5169071)
27587988,Werkring,bus,POINT (13.2386931 52.528768)
27785719,Nollendorfplatz,subway,POINT (13.354235 52.4997643)
28092581,Yorckstraße (Großgörschenstraße),light_rail,POINT (13.3683387 52.4927721)
28236820,U Blissestraße,bus,POINT (13.3205845 52.486071)
28300448,U Osloer Straße/Tromsöer Straße,bus,POINT (13.3729619 52.5572365)
28469425,Berlin-Spandau,,POINT (13.1956022 52.5348439)
28472308,Melanchthonplatz,bus,POINT (13.1893617 52.5211506)
28830281,Karow,light_rail,POINT (13.4694647 52.6152148)
29030440,Messe Süd (Eichkamp),light_rail,POINT (13.2702326 52.4986377)
29045592,Birkenstraße,subway,POINT (13.341235 52.5320987)
29045594,Westhafen,subway,POINT (13.3423432 52.5364786)
29045595,Amrumer Straße,subway,POINT (13.3501546 52.5423332)
29046165,Nauener Platz,subway,POINT (13.3672268 52.551389)
29046167,Osloer Straße,subway,POINT (13.373322 52.557134)
29046444,Turmstraße,subway,POINT (13.3414103 52.5264047)
29046446,Hansaplatz,subway,POINT (13.342012 52.5177461)
29046450,Zoologischer Garten,subway,POINT (13.3330236 52.5058669)
29046970,Kurfürstendamm,subway,POINT (13.3314365 52.5038223)
29046976,Güntzelstraße,subway,POINT (13.3310064 52.4920843)
29046979,Berliner Straße,subway,POINT (13.3310103 52.4873298)
29046999,Friedrich-Wilhelm-Platz,subway,POINT (13.3287301 52.4721217)
29047043,Walther-Schreiber-Platz,subway,POINT (13.3282601 52.4653254)
29047045,Schloßstraße,subway,POINT (13.3250946 52.461481)
29057786,Afrikanische Straße,subway,POINT (13.334889 52.5600134)
29058100,Oranienburger Tor,subway,POINT (13.3872745 52.5256031)
29058259,U Französische Straße,subway,POINT (13.3891706 52.5148248)
29058263,Mehringdamm,subway,POINT (13.388632 52.494366)
29058344,Alt-Tempelhof,subway,POINT (13.385737 52.4657118)
29070457,Beusselstraße,light_rail,POINT (13.3293873 52.5344077)
29123754,Theodor-Heuss-Platz,subway,POINT (13.2722217 52.5099869)
29123761,Neu-Westend,subway,POINT (13.2592357 52.5162154)
29123762,Sophie-Charlotte-Platz,subway,POINT (13.2958152 52.5108916)
29123763,Deutsche Oper,subway,POINT (13.3105328 52.511837)
29123764,Ernst-Reuter-Platz,subway,POINT (13.3221613 52.5118853)
29190890,Franz-Neumann-Platz,subway,POINT (13.3638451 52.5645265)
29190895,Paracelsus-Bad,subway,POINT (13.3493359 52.574159)
29190897,Lindauer Allee,subway,POINT (13.3384251 52.5754161)
29190907,Gesundbrunnen,subway,POINT (13.3884238 52.5488187)
29190908,Voltastraße,subway,POINT (13.3931106 52.5421132)
29190909,Bernauer Straße,subway,POINT (13.3967379 52.5374437)
29209293,Blücherstraße,bus,POINT (13.3955766 52.4960526)
29221534,Memhardstraße,bus,POINT (13.4107231 52.5239185)
29273261,S Messe Nord,bus,POINT (13.2853771 52.5070373)
29318897,Kurfürstenstraße,subway,POINT (13.3619354 52.4999215)
29324017,Mendelssohn-Bartholdy-Park,subway,POINT (13.3749525 52.5039)
29421304,Malchow/Dorfstraße,bus,POINT (13.4827218 52.5795436)
29423020,Pankow-Heinersdorf,light_rail,POINT (13.4299064 52.5783453)
29494288,Heinrich-Heine-Straße,subway,POINT (13.4159741 52.510471)
29494289,Moritzplatz,subway,POINT (13.410604 52.5036644)
29494292,Schönleinstraße,subway,POINT (13.4220998 52.4931022)
29494305,Boddinstraße,subway,POINT (13.4253259 52.4801908)
29494306,Leinestraße,subway,POINT (13.4284168 52.4729946)
29494563,Eberswalder Straße,subway,POINT (13.4122415 52.5415356)
29495029,Klosterstraße,subway,POINT (13.4125273 52.5172066)
29495034,Märkisches Museum,subway,POINT (13.4102013 52.5123062)
29495041,Hausvogteiplatz,subway,POINT (13.3955568 52.5133073)
29495047,Anton-Wilhelm-Amo-Straße,subway,POINT (13.3858515 52.511813)
29495049,Potsdamer Platz,subway,POINT (13.3783037 52.509134)
29495891,Bülowstraße,subway,POINT (13.3631731 52.4975794)
29581227,Lockenhuhnweg,bus,POINT (13.4924653 52.4084798)
29657606,U Ullsteinstraße / Ordensmeisterstraße,bus,POINT (13.3845666 52.4558368)
29658451,Mariendorfer Weg,bus,POINT (13.4231039 52.4630676)
29690313,Kurt-Schumacher-Platz,subway,POINT (13.3271376 52.5631787)
29769442,Asbestweg,bus,POINT (13.4151323 52.4214251)
29769444,Tropfsteinweg,bus,POINT (13.4145326 52.4237583)
29786332,Podbielskiallee,subway,POINT (13.2960006 52.4641373)
29786335,Breitenbachplatz,subway,POINT (13.3088779 52.4669659)
29787634,Schlesisches Tor,subway,POINT (13.4414409 52.5008434)
29787639,Görlitzer Bahnhof,subway,POINT (13.4276166 52.4992519)
29803428,Rummelsburg,light_rail,POINT (13.478367 52.501288)
29805120,Berlin Friedrichstraße,,POINT (13.3870305 52.5200215)
29805967,Berlin-Lichtenberg,station,POINT (13.4961404 52.5097832)
29807251,Friedrichsfelde Ost,light_rail,POINT (13.520088 52.5141126)
29808933,Waldowallee,bus,POINT (13.5314203 52.4839468)
29809225,Karlshorst,light_rail,POINT (13.526581 52.4808666)
29831325,Schlossparktheater,bus,POINT (13.3190955 52.4543573)
29833425,Konstanzer Straße,subway,POINT (13.3092859 52.4941849)
29833469,Bayerischer Platz,subway,POINT (13.3405436 52.4885755)
29833491,Adenauerplatz,subway,POINT (13.307399 52.5002423)
29846059,Karolinenhöhe,bus,POINT (13.1681286 52.5087409)
29858001,Poelchaustraße,light_rail,POINT (13.5355776 52.5358712)
29858158,Raoul-Wallenberg-Straße,light_rail,POINT (13.5475595 52.5507334)
29858448,Mehrower Allee,light_rail,POINT (13.5535509 52.557608)
29858596,Marzahn,light_rail,POINT (13.5413545 52.5436548)
29865953,Conradstraße,bus,POINT (13.1615806 52.4201726)
29880185,Biesdorf-Süd,subway,POINT (13.5463978 52.4996732)
29881347,Wuhletal,light_rail,POINT (13.5740798 52.5127794)
29884257,Dirschelweg,bus,POINT (13.4006445 52.4448679)
29884993,Buckower Ring,bus,POINT (13.5655065 52.5255432)
29885006,Blumberger Damm/Elisabethstraße,bus,POINT (13.5659183 52.5333616)
29885025,Rudolf-Leonhard-Straße,bus,POINT (13.5725153 52.5494629)
29885038,Rebhuhnweg,bus,POINT (13.5580183 52.5448949)
29885043,Hinter der Mühle,bus,POINT (13.5619091 52.5447064)
29885343,Jan-Petersen-Straße,bus,POINT (13.5615125 52.547397)
29885348,Paul-Dessau-Straße,bus,POINT (13.5547158 52.5488372)
29885367,S Raoul-Wallenberg-Straße,bus,POINT (13.5492748 52.5504208)
29916131,Schwarzburger Straße,bus,POINT (13.5742267 52.560464)
29918297,Mahlsdorf,light_rail,POINT (13.6104126 52.5120903)
29918552,Nossener Straße,bus,POINT (13.6075752 52.5337469)
29919745,Hirschgarten,light_rail,POINT (13.6031386 52.4579033)
29921519,Spindlersfeld,light_rail,POINT (13.5615738 52.4468976)
29921532,Oberspree,light_rail,POINT (13.5384858 52.4525491)
29921550,Schöneweide,light_rail,POINT (13.5099835 52.4545591)
29925371,Köllnische Heide,light_rail,POINT (13.4677255 52.4696597)
30010588,Invalidensiedlung,bus,POINT (13.2847679 52.6551938)
30019971,Feuerbachstraße,light_rail,POINT (13.33267 52.4637508)
30134871,Ludwigsfelder Straße/Sachtlebenstraße,,POINT (13.2501119 52.4188459)
30134980,Lichterfelder Weg,bus,POINT (13.2944944 52.419837)
30217208,Berlin Alexanderplatz,station,POINT (13.4110794 52.5214574)
30244857,Waidmannslust,light_rail,POINT (13.3212837 52.6063129)
30244899,Hermsdorf,light_rail,POINT (13.3077471 52.6173738)
30245009,Wittenau,light_rail,POINT (13.3343741 52.5970726)
30245020,Frohnau,light_rail,POINT (13.2904226 52.6323629)
30302050,Seestraße/Amrumer Straße,tram,POINT (13.3448975 52.5467123)
30303888,Schönhauser Allee/Bornholmer Straße,tram,POINT (13.4138898 52.5537705)
30303894,Björnsonstraße,tram,POINT (13.4026406 52.5552992)
30303956,Stahlheimer Straße/Wisbyer Straße,tram,POINT (13.4238019 52.5527208)
30304940,Prenzlauer Allee/Ostseestraße,tram,POINT (13.4295121 52.5514107)
30304965,Prenzlauer Promenade/Am Steinberg,tram,POINT (13.4299757 52.5566797)
30305102,S Prenzlauer Allee,tram,POINT (13.4276133 52.5452356)
30305106,Prenzlauer Allee/Danziger Straße,tram,POINT (13.4244754 52.5396531)
30305114,Winsstraße,tram,POINT (13.4280022 52.5378916)
30305213,Masurenstraße,tram,POINT (13.4127872 52.5632037)
30325044,Attilastraße,light_rail,POINT (13.3609467 52.4474772)
30352438,Lankwitz,light_rail,POINT (13.3421759 52.4388305)
30353065,Yorckstraße,light_rail,POINT (13.3719912 52.4911269)
30353086,Brandenburger Tor,light_rail,POINT (13.3818418 52.5164415)
30353449,Oranienburger Straße,light_rail,POINT (13.3928834 52.5251817)
30355461,Seglerweg,bus,POINT (13.1617354 52.4241302)
30355483,Zum Heckeshorn,bus,POINT (13.1611061 52.4304225)
30433678,Packereigraben,bus,POINT (13.3611449 52.5998761)
30436186,Cyclopstraße,bus,POINT (13.3268349 52.6004193)
30499115,Adlershof,light_rail,POINT (13.5417397 52.4344971)
30499135,Johannisthal,light_rail,POINT (13.5244274 52.446382)
30554100,S Pankow-Heinersdorf,tram,POINT (13.4276065 52.5773178)
30554105,Mendelstraße,tram,POINT (13.4192595 52.5750424)
30554110,Pankow Kirche,tram,POINT (13.4106484 52.5711633)
30558129,Rosenthaler Straße,tram,POINT (13.4328707 52.5963302)
30558144,Blankenburger Weg,bus,POINT (13.4358007 52.5921414)
30561497,Pastor-Niemöller-Platz,tram,POINT (13.3971487 52.5800908)
30561525,Am Iderfenngraben,tram,POINT (13.3921181 52.582622)
30624388,Darßer Straße/Roelckestraße,bus,POINT (13.4641268 52.5666008)
30624434,Rathaus Weißensee,bus,POINT (13.4665158 52.5600396)
30624481,Pasedagplatz,tram,POINT (13.4602303 52.5599523)
30625116,Sulzfelder Straße,tram,POINT (13.4760326 52.5533362)
30625117,Piesporter Straße,bus,POINT (13.4762139 52.5603643)
30625140,Neumagener Straße,bus,POINT (13.4723633 52.559827)
30625241,Hansastraße/Buschallee,tram,POINT (13.480374 52.5531803)
30683629,Weißer See,bus,POINT (13.4659029 52.551337)
30684954,Feldtmannstraße,tram,POINT (13.4957441 52.559939)
30684955,Hansastraße/Malchower Weg,tram,POINT (13.4999139 52.5613788)
30684982,Altenhofer Straße,tram,POINT (13.4796256 52.5351095)
30684987,Landsberger Allee/Weißenseer Weg,tram,POINT (13.476705 52.532258)
30688242,Gehrenseestraße,light_rail,POINT (13.5247623 52.5564975)
30688290,Hohenschönhausen,light_rail,POINT (13.5124988 52.5662755)
30688292,Wartenberg,light_rail,POINT (13.5038322 52.572982)
30689860,Prerower Platz,tram,POINT (13.5063374 52.5636616)
30689973,Zingster Straße/Ribnitzer Straße,tram,POINT (13.4973963 52.5701623)
30690013,Prendener Straße,bus,POINT (13.5195063 52.5685897)
30690550,Ahrenshooper Straße,tram,POINT (13.5020039 52.5661358)
30691227,Falkenberg,tram,POINT (13.5265911 52.5698506)
30693019,Oderbruchstraße,tram,POINT (13.4615084 52.5304884)
30694255,Zechliner Straße,tram,POINT (13.4869072 52.5339119)
30694268,Genslerstraße,tram,POINT (13.4948771 52.53439)
30694279,Arendsweg,tram,POINT (13.5066484 52.5349408)
30694284,Landsberger Allee/Rhinstraße,tram,POINT (13.5181868 52.5357322)
30694289,Dingelstädter Straße,tram,POINT (13.5244371 52.5366428)
30694295,Gewerbepark Georg Knorr,tram,POINT (13.5341226 52.5390995)
30694319,Freizeitforum Marzahn,tram,POINT (13.5573621 52.5465019)
30694331,Max-Herrmann-Straße,tram,POINT (13.565478 52.5537187)
30694352,Wuhletalstraße,tram,POINT (13.5682656 52.5577949)
30694375,Niemegker Straße,tram,POINT (13.5718576 52.5650166)
30694376,Barnimplatz,tram,POINT (13.5747394 52.5682711)
30694391,Ahrensfelde/Stadtgrenze,tram,POINT (13.5741703 52.5726002)
30694394,Landsberger Allee/Blumberger Damm,tram,POINT (13.5727623 52.5464096)
30694396,Brodowiner Ring,tram,POINT (13.5787187 52.5479864)
30694741,Landsberger Chaussee/Zossener Straße,tram,POINT (13.5871358 52.5490935)
30694746,Michendorfer Straße,tram,POINT (13.587435 52.5454601)
30694748,Zossener Straße/Kastanienallee,tram,POINT (13.5989829 52.5438862)
30694767,Riesaer Straße/Louis-Lewin-Straße,tram,POINT (13.6211499 52.5307469)
30694780,Riesaer Straße,tram,POINT (13.6234797 52.5293723)
30694949,Beilsteiner Straße,tram,POINT (13.5302267 52.5254798)
30694953,Allee der Kosmonauten/Rhinstraße,tram,POINT (13.5211177 52.5258353)
30694960,Meeraner Straße,tram,POINT (13.5192685 52.5294311)
30694968,Rhinstraße/Plauener Straße,tram,POINT (13.5146099 52.539004)
30695361,Ev. Krankenhaus KEH,tram,POINT (13.5084195 52.5254615)
30695385,Roederplatz,tram,POINT (13.4784194 52.5266198)
30695390,Karl-Lade-Straße,tram,POINT (13.4626653 52.5291972)
30695393,Möllendorffstraße/Storkower Straße,tram,POINT (13.4795469 52.523331)
30731481,Spandauer Straße/Marienkirche,tram,POINT (13.4042441 52.5204243)
30731497,U Alexanderplatz,tram,POINT (13.4147332 52.5221645)
30731498,Mollstraße/Otto-Braun-Straße,tram,POINT (13.4204682 52.5249909)
30731508,S+U Alexanderplatz/Gontardstraße,tram,POINT (13.4115103 52.5208822)
30731700,U Oranienburger Tor,tram,POINT (13.3873633 52.5258817)
30731740,Brunnenstraße/Invalidenstraße,bus,POINT (13.399477 52.5320235)
30732016,U Rosa-Luxemburg-Platz,tram,POINT (13.4108348 52.528517)
30732068,S+U Alexanderplatz/Memhardstraße,tram,POINT (13.4116514 52.5236711)
30732071,Mollstraße/Prenzlauer Allee,tram,POINT (13.4165112 52.5278448)
30733475,Prenzlauer Allee/Metzer Straße,tram,POINT (13.4195273 52.5312171)
30733478,Knaackstraße,tram,POINT (13.4208437 52.5334293)
30733479,Marienburger Straße,tram,POINT (13.4225029 52.5362333)
30733487,Thomas-Mann-Straße,tram,POINT (13.4416553 52.5435991)
30733493,Antonplatz,tram,POINT (13.4517416 52.5484803)
30733501,Friesickestraße,tram,POINT (13.440803 52.5516729)
30733522,Tino-Schwierzina-Straße,tram,POINT (13.4348544 52.5622499)
30733524,Am Wasserturm,tram,POINT (13.4360911 52.5653634)
30734427,Paul-Heyse-Straße,tram,POINT (13.4447167 52.5291671)
30734435,Bersarinplatz,tram,POINT (13.4522925 52.5196338)
30734503,Grünberger Straße/Warschauer Straße,tram,POINT (13.4526058 52.5122375)
30736267,Kosanke-Siedlung,tram,POINT (13.4847623 52.4971668)
30736270,Gustav-Holzmann-Straße,tram,POINT (13.4906093 52.4931464)
30736271,Heizkraftwerk Klingenberg,tram,POINT (13.495864 52.4881352)
30736427,S Karlshorst,tram,POINT (13.5251316 52.481264)
30736431,Treskowallee/HTW,tram,POINT (13.5266007 52.4927665)
30736442,S Friedrichsfelde Ost,tram,POINT (13.519058 52.5139731)
30739613,Marienfelde,light_rail,POINT (13.3746844 52.4242122)
30740233,Buckower Chaussee,light_rail,POINT (13.3828973 52.4103492)
30770321,Kiefheider Weg,bus,POINT (13.2390957 52.6194252)
30775772,Liesborner Weg,bus,POINT (13.2775763 52.5776937)
30820629,Senftenberger Ring Ost,bus,POINT (13.3622488 52.6042493)
30831795,Berlin-Wilhelmsruher Damm,,POINT (13.3672402 52.5965954)
30840917,Seestraße/Beusselstraße,bus,POINT (13.3271487 52.5386526)
31034998,Ullsteinstraße,subway,POINT (13.3844566 52.4542319)
31034999,Westphalweg,subway,POINT (13.3857568 52.446277)
31207786,Wilmersdorfer Straße,subway,POINT (13.3066037 52.5065311)
31207787,Bismarckstraße,subway,POINT (13.3052393 52.5115148)
31207789,Richard-Wagner-Platz,subway,POINT (13.306588 52.517387)
31354405,Gensweg,bus,POINT (13.4337546 52.4157016)
31397068,Wasserwerk Beelitzhof,bus,POINT (13.1850127 52.42979)
31425395,Fercher Straße,bus,POINT (13.2335088 52.4232167)
31491245,Rahnsdorf/Waldschänke,bus,POINT (13.6867556 52.44183)
31492302,Rübezahl,,POINT (13.6293626 52.4239669)
31492303,Müggelseeperle,bus,POINT (13.6410976 52.4216033)
31493178,Neu Helgoland,ferry,POINT (13.6833482 52.4289316)
31493192,Müggelwerderweg,ferry,POINT (13.6805509 52.4363258)
31496622,Alt-Müggelheim,bus,POINT (13.6662058 52.4099411)
31524735,Weiskopffstraße,tram,POINT (13.5394706 52.4576241)
31532403,Hoppendorfer Straße,,POINT (13.5702537 52.4738933)
31729333,Prinzenstraße,subway,POINT (13.4050918 52.4984002)
33210078,Moritzstraße,bus,POINT (13.2006647 52.5383587)
33223341,Hackbuschstraße/Straße 603,bus,POINT (13.1510357 52.5442404)
33236598,Staakener Feldstraße,bus,POINT (13.1372002 52.5353494)
33484097,Paulsternstraße/Gartenfelder Straße,bus,POINT (13.2461609 52.5443395)
33553106,Fachinger Straße,bus,POINT (13.1325414 52.5405277)
33787111,Sandhauser Brücke,bus,POINT (13.2099482 52.6026334)
34781673,Stresowplatz,bus,POINT (13.2066873 52.533961)
34781734,S Stresow,bus,POINT (13.2091126 52.5326209)
34968330,Klinikum Neukölln,bus,POINT (13.4582099 52.4399276)
35110818,Buckower Damm/Gutschmidtstraße,bus,POINT (13.4361806 52.4400227)
35215999,Am Kiesberg,bus,POINT (13.5271035 52.422864)
35528193,U Seestraße,tram,POINT (13.3516293 52.5502463)
36420983,Fähre Familie Burchardi,ferry,POINT (13.2259948 52.5733302)
36431288,Tegelort,ferry,POINT (13.2278052 52.5681508)
36715888,Fährstation Lindwerder,ferry,POINT (13.1934096 52.4672052)
38901942,Halemweg,subway,POINT (13.2864407 52.5365733)
38901944,Siemensdamm,subway,POINT (13.2727725 52.5367004)
38901946,Mierendorffplatz,subway,POINT (13.3046696 52.5263256)
38902377,Rohrdamm,subway,POINT (13.2626037 52.5369093)
38902430,Paulsternstraße,subway,POINT (13.2478023 52.5379106)
38902433,Haselhorst,subway,POINT (13.2329554 52.5386082)
38902443,Altstadt Spandau,subway,POINT (13.2055259 52.5389737)
38902451,Rathaus Spandau,subway,POINT (13.1999509 52.5354269)
48911444,Fürstendamm,bus,POINT (13.3061657 52.6306803)
50808874,Rhinstraße/Gärtnerstraße,tram,POINT (13.5098227 52.5457156)
51595499,Rabensteiner Straße,bus,POINT (13.5791042 52.5659497)
51994959,Zentralfriedhof,,POINT (13.5076501 52.5145532)
52684988,Hönow,subway,POINT (13.6336218 52.5382584)
52692783,Cottbusser Platz,subway,POINT (13.5971793 52.5339777)
52776952,Simon-Bolivar-Straße,tram,POINT (13.4844148 52.5399029)
53274722,Kaulsdorf-Nord,subway,POINT (13.5890346 52.5211222)
53274725,Kienberg (Gärten der Welt),subway,POINT (13.5906901 52.5285704)
55042155,Reinhardsbrunner Straße,bus,POINT (13.5000919 52.5315844)
55189254,Samariterstraße,subway,POINT (13.4638612 52.5148582)
55189765,Schillingstraße,subway,POINT (13.4212287 52.5206939)
55198449,Alt-Friedrichsfelde/Gensinger Straße,bus,POINT (13.5304331 52.5095441)
55198474,Gensinger Straße Nord,bus,POINT (13.5299595 52.5135163)
59368911,Borsigwerke,subway,POINT (13.2908435 52.5815966)
59368920,U Alt-Tegel,subway,POINT (13.283644 52.5896752)
59851047,S Mahlsdorf,tram,POINT (13.6092949 52.5111719)
59852353,Hirtschulzstraße,bus,POINT (13.6090891 52.5162467)
59852492,Gülzower Straße,bus,POINT (13.5953807 52.5184298)
60480748,Olympiastadion,light_rail,POINT (13.2436148 52.5113152)
64901636,Keltensteig,bus,POINT (13.5457912 52.4188653)
64901639,Preußenstraße,bus,POINT (13.5530043 52.4176652)
73698849,Zepernicker Straße,bus,POINT (13.5162949 52.6417304)
75416296,Mönchsheimer Straße,bus,POINT (13.6987319 52.4386232)
76474606,Eisenacher Straße,subway,POINT (13.3501694 52.4895529)
79408448,Friedrich-Wolf-Straße,tram,POINT (13.5752688 52.4242962)
85897703,Schragenfeldstraße,tram,POINT (13.5604679 52.5380642)
86029990,Salvador-Allende-Brücke,bus,POINT (13.5937713 52.448821)
87018549,Platz der Vereinten Nationen,tram,POINT (13.4334573 52.5232307)
87018550,Büschingstraße,tram,POINT (13.4274985 52.5231179)
91611104,Blankenburg,light_rail,POINT (13.4436252 52.5914927)
91711807,Schönhauser Allee,subway,POINT (13.413824 52.5496958)
91711812,S+U Schönhauser Allee,tram,POINT (13.4138505 52.5495502)
91711823,Milastraße,tram,POINT (13.4125522 52.5449538)
92141859,Moßkopfring,bus,POINT (13.6474425 52.3404757)
92627145,Hugenottenplatz,tram,POINT (13.4196558 52.6060687)
92627148,Arnouxstraße,tram,POINT (13.424295 52.6072487)
92627167,Blankenfelder Straße,tram,POINT (13.4314825 52.6017309)
94483147,Lübbenauer Weg,bus,POINT (13.6350216 52.3912483)
94487924,Altglienicke Kirche,bus,POINT (13.5394412 52.4218794)
94487938,Altglienicker Brücke,bus,POINT (13.543481 52.424328)
94941339,Alte Försterei,tram,POINT (13.5631525 52.4565253)
94941344,Spindlersfelder Straße,tram,POINT (13.5586012 52.455916)
94941350,Nixenstraße,tram,POINT (13.5501064 52.4566234)
